id,no_unit,nama_unit,aset,cap_on,aset_desc,acq_val,bulan,depre
1150,DT 30,Dump Truck 30,150289,2022-04-20,Mitsubishi FE SHD-X136PS MHMFE75PRNK041231 PO 0010,443163636,2024-01-31,-101558333.25
1151,DT 31,Dump Truck 31,150290,2022-04-20,Mitsubishi FE SHD-X136PS MHMFE75PRNK041232 PO 0010,443163636,2024-01-31,-101558333.25
1152,DT 32,Dump Truck 32,150291,2022-04-20,Mitsubishi FE SHD-X136PS MHMFE75PRNK041233 PO 0010,443163636,2024-01-31,-101558333.25
1153,DT 33,Dump Truck 33,150292,2022-04-20,Mitsubishi FE SHD-X136PS MHMFE75PRNK041235 PO 0010,443163636,2024-01-31,-101558333.25
1154,WT 24,Wheel Tractor 24,150293,2022-04-20,Scissor Lift Trailer Kap. 3 Ton PO 0177,89500000,2024-01-31,-20510416.666666668
1155,WT 25,Wheel Tractor 25,150294,2022-04-20,Scissor Lift Trailer Kap. 3 Ton PO 0177,89500000,2024-01-31,-20510416.666666668
1156,WT 26,Wheel Tractor 26,150295,2022-04-20,Scissor Lift Trailer Kap. 3 Ton PO 0177,89500000,2024-01-31,-20510416.666666668
1157,WT 27,Wheel Tractor 27,150296,2022-04-20,Scissor Lift Trailer Kap. 3 Ton PO 0177,89500000,2024-01-31,-20510416.666666668
1158,WT 28,Wheel Tractor 28,150297,2022-05-14,Wheel Tractor Kioti PX1002 100HP XW8100026 PO 0395,490000000,2024-01-31,-107187500.0
1159,WT 29,Wheel Tractor 29,150298,2022-05-14,Wheel Tractor Kioti PX1002 100HP XW8100027 PO 0395,490000000,2024-01-31,-107187500.0
1160,WT 30,Wheel Tractor 30,150299,2022-05-14,Wheel Tractor Kioti PX1002 100HP XW8100028 PO 0395,490000000,2024-01-31,-107187500.0
1161,WT 31,Wheel Tractor 31,150300,2022-05-14,Wheel Tractor Kioti PX1002 100HP XW8100029 PO 0395,490000000,2024-01-31,-107187500.0
1162,DT 34,Dump Truck 34,150301,2022-05-20,Mitsubishi FE SHD-X136PS MHMFE75PRNK041959 PO 0323,444349550,2024-01-31,-97201464.06250007
1163,DT 35,Dump Truck 35,150302,2022-05-20,Mitsubishi FE SHD-X136PS MHMFE75PRNK041960 PO 0323,444349550,2024-01-31,-97201464.06250007
1164,WT 28,Wheel Tractor 28,150303,2022-05-20,Trailer Kapasitas 4-5 Ton PO 0454,75000000,2024-01-31,-16406250.0
1165,WT 29,Wheel Tractor 29,150304,2022-05-20,Trailer Kapasitas 4-5 Ton PO 0454,75000000,2024-01-31,-16406250.0
1166,WT 30,Wheel Tractor 30,150305,2022-05-20,Trailer Kapasitas 4-5 Ton PO 0454,75000000,2024-01-31,-16406250.0
1167,WT 31,Wheel Tractor 31,150306,2022-05-20,Trailer Kapasitas 4-5 Ton PO 0454,75000000,2024-01-31,-16406250.0
1168,KB 8324 VB,Mobil KB 8324 VB,150307,2022-05-18,Toyota Hilux DC 2.4 MR0KB8CD6-N1132067 PO 0158,432725225,2024-01-31,-94658642.96875007
1169,KB 8305 VB,Mobil KB 8305 VB,150308,2022-05-18,Toyota Hilux DC 2.4 MR0KB8CDX-N1131925 PO 0158,432725225,2024-01-31,-94658642.96875007
1170,0,0,150309,2022-06-06,Honda CB150 Verza CW MH1KCO215N168986 PO 0123,20331595,2024-01-31,0.0
1171,0,0,150310,2022-06-06,Honda CB150 Verza CW MH1KCO217N168231 PO 0123,20331595,2024-01-31,0.0
1172,0,0,150311,2022-06-06,Honda CB150 Verza CW MH1KCO215N168262 PO 0123,20331595,2024-01-31,0.0
1173,0,0,150312,2022-06-06,Honda CB150 Verza CW MH1KCO213N170168 PO 0123,20331595,2024-01-31,0.0
1174,Exca 16,Excavator 16,150313,2022-06-20,Excavator 313D2LGP CAT0313DELKR00332 PO 0343,1200000000,2024-01-31,-250000000.0
1175,Exca 17,Excavator 17,150314,2022-06-20,Excavator 313D2LGP CAT0313DTLKR00334 PO 0343,1200000000,2024-01-31,-250000000.0
1176,BL 06,Backho Loader 06,150315,2022-06-16,Backhoe Loader 3DX Plus CM HAR3DXSULN3130375 PO342,1050000000,2024-01-31,-218750000.0
1177,BL 07,Backho Loader 07,150316,2022-06-16,Backhoe Loader 3DX Plus CM HAR3DXSULN3130371 PO342,1050000000,2024-01-31,-218750000.0
1178,MG 06,Motor Greader 06,150317,2022-07-13,Motor Grader 120NG E9600954 PO 0348,2415000000,2024-01-31,-477968750.0
1179,Exca 18,Excavator Mini 18,150318,2022-07-13,Excavator Mini 305.5E2 WE216887 PO 0345,680000000,2024-01-31,-134583333.3333333
1180,Exca 19,Excavator Mini 19,150319,2022-07-13,Excavator Mini 305.5E2 WE216892 PO 0345,680000000,2024-01-31,-134583333.3333333
1181,Exca 20,Excavator Mini 20,150320,2022-07-13,Excavator Mini 305.5E2 WE216913 PO 0345,680000000,2024-01-31,-134583333.3333333
1182,Exca 21,Excavator Mini 21,150321,2022-07-13,Excavator Mini 305.5E2 WE216914 PO 0345,680000000,2024-01-31,-134583333.3333333
1183,Exca 22,Excavator Mini 22,150322,2022-07-13,Excavator Mini 305.5E2 WE216915 PO 0345,680000000,2024-01-31,-134583333.3333333
1184,Exca 23,Excavator Mini 23,150323,2022-07-13,Excavator Mini 305.5E2 WE216916 PO 0345,680000000,2024-01-31,-134583333.3333333
1185,CL 01,Crawler 01,150324,2022-07-12,Crawler Dump Artrac 2000D C13606570A PO 0381,267000000,2024-01-31,-52843750.0
1186,CL 02,Crawler 02,150325,2022-07-12,Crawler Dump Artrac 2000D C25501359A PO 0381,267000000,2024-01-31,-52843750.0
1187,DT 36,Dump Truck 36,150326,2022-07-25,Mitsubishi FE SHD-X136PS MHMFE75PRNK042232 PO 0349,441466667,2024-01-31,-87373611.1770834
1188,DT 37,Dump Truck 37,150327,2022-07-25,Mitsubishi FE SHD-X136PS MHMFE75PRNK042290 PO 0349,441466667,2024-01-31,-87373611.1770834
1189,DT 38,Dump Truck 38,150328,2022-07-25,Mitsubishi FE SHD-X136PS MHMFE75PRNK043243 PO 0349,441466667,2024-01-31,-87373611.1770834
1190,DT 39,Dump Truck 39,150329,2022-07-25,Mitsubishi FE SHD-X136PS MHMFE75PRNK043242 PO 0349,441466667,2024-01-31,-87373611.1770834
1191,DT 40,Dump Truck 40,150330,2022-07-25,Mitsubishi FE SHD-X136PS MHMFE75PRNK042369 PO 0349,441466667,2024-01-31,-87373611.1770834
1192,DT 41,Dump Truck 41,150331,2022-07-25,Mitsubishi FE SHD-X136PS MHMFE75PRNK042376 PO 0349,441466667,2024-01-31,-87373611.1770834
1193,DT 42,Dump Truck 42,150332,2022-07-25,Mitsubishi FE SHD-X136PS MHMFE75PRNK042390 PO 0349,441466667,2024-01-31,-87373611.1770834
1194,DT 43,Dump Truck 43,150333,2022-07-25,Mitsubishi FE SHD-X136PS MHMFE75PRNK042393 PO 0349,441466667,2024-01-31,-87373611.1770834
1195,DT 44,Dump Truck 44,150334,2022-07-25,Mitsubishi FE SHD-X136PS MHMFE75PRNK042398 PO 0349,441466667,2024-01-31,-87373611.1770834
1196,DT 45,Dump Truck 45,150335,2022-07-25,Mitsubishi FE SHD-X136PS MHMFE75PRNK042402 PO 0349,441466667,2024-01-31,-87373611.1770834
1197,KB 8420 VB,Mobil KB 8420 VB,150336,2022-08-04,Ambulance Toyota Hilux 2.4 MR0DB8CB7M0111093 PO546,476700000,2024-01-31,-89381250.0
1198,KB 8449 VB,Mobil KB 8449 VB,150337,2022-09-19,Toyota Hilux Single Cabin MR0DB8CB9-N0112067 PO548,357180180,2024-01-31,-63250656.875
1199,KB 8461 VB,Mobil KB 8461 VB,150338,2022-09-19,Toyota Hilux Single Cabin MR0DB8CB6-N0112138 PO555,357180180,2024-01-31,-63250656.875
1200,KB 1923 VB,Mobil KB 1923 VB,150339,2022-09-19,Toyota Fortuner 2.8 VRZ MHFBA3FS4-N1047649 PO 0512,648756757,2024-01-31,-114884009.05208336
1201,CP 05,Compactor 05,150340,2022-10-19,Compactor CAT CS10GC/Sun Canopy T8F00406 PO 0346,840000000,2024-01-31,-140000000.0
1202,KB 8475 VB,Mobil KB 8475 VB,150341,2022-11-16,Toyota Hilux Double Cabin MR0KB8CD7-N1135043 PO547,431891892,2024-01-31,-67483108.125
1203,KB 8478 VB,Mobil KB 8478 VB,150342,2022-11-16,Toyota Hilux Double Cabin MR0KB8CD7-N1134989 PO550,431891892,2024-01-31,-67483108.125
1204,KB 8476 VB,Mobil KB 8476 VB,150343,2022-11-16,Toyota Hilux Double Cabin MR0KB8CD0-N1135160 PO551,431891892,2024-01-31,-67483108.125
1205,KB 8477 VB,Mobil KB 8477 VB,150344,2022-11-16,Toyota Hilux Double Cabin MR0KB8CD0-N1134638 PO552,431891892,2024-01-31,-67483108.125
1206,BD 04,Buldozer 04,150345,2022-12-05,Komatsu Bulldozer D68E-SS-12E0/S1 J20825 PO 0329,2935000000,2024-01-31,-428020833.3333334
1207,CL 03,Crawler 03,150346,2022-12-23,Crawler Dump Artrac 2000D C22904267 PO 0381,267000000,2024-01-31,-38937500.0
1208,CL 04,Crawler 04,150347,2022-12-23,Crawler Dump Artrac 2000D C22904268 PO 0381,267000000,2024-01-31,-38937500.0
1209,KB 8625 VB,Mobil KB 8625 VB,150348,2022-12-23,Toyota Hilux Double Cabin MR0KB8CD4-N1137154 PO553,439729730,2024-01-31,-64127252.29166669
1210,Exca 24,Excavator 24,150349,2023-04-01,Excavator 323GCHEX CAT00323EFJM10674 PO 0258,2090400000,2024-01-31,-217750000.0
1211,KB 8626 VB,Mobil KB 8626 VB,150350,2023-07-24,Toyota Hilux Double Cabin MR0KB8CD9-N1137599 PO554,471729730,2024-01-31,-34396959.47916666
1212,BD 05,Buldozer Mini 05,150351,2023-09-20,Komatsu Mini Bulldozer D31EX-22 SAAAD95LE-5 PO 982,1490000000,2024-01-31,-77604166.66666666
1213,0,0,150358,2023-12-22,Compactor CAT CS 533E TJL-01101 No. 3054,150000000,2024-01-31,-3125000.0
1214,MG 02 PT. PAM,Motor Greader 02 PT. PAM,150359,2023-12-22,Motor Grader Caterpillar 120K PSZN-00568 KHX:32420,250000000,2024-01-31,-5208333.333333333
1215,Exca 11 PT. PAM,Excavator Mini 11 PT. PAM,150360,2023-12-22,Excavator Hitachi L3730 AFA90A00022652,481250000,2024-01-31,-10026041.666666666
1216,Exca 12 PT. PAM,Excavator Mini 12 PT. PAM,150361,2023-12-22,Excavator Hitachi LN3749 AFA90P00022658,495625000,2024-01-31,-10325520.833333334
1217,Exca 13 PT. PAM,Excavator Mini 13 PT. PAM,150362,2023-12-22,Excavator Hitachi N4287 AFA90L00022667,495625000,2024-01-31,-10325520.833333334
1218,BD 04 PT. PAM,Buldozer Mini 04 PT. PAM,150363,2023-12-22,Bulldozer CAT D1 XL XKF00242 D3600597,1114010417,2024-01-31,-23208550.354166668
1219,QT 01,Quick Tractor 01,150364,2024-05-28,Quick Tractor QT-16E  SL B2300153/KIAPJ2065,128558559,2024-01-31,0.0
1220,QT 03,Quick Tractor 03,150365,2024-05-28,Quick Tractor QT-16E  SL B2300070/KIANW2531,128558559,2024-01-31,0.0
1221,QT 02,Quick Tractor 02,150366,2024-05-28,Quick Tractor QT-16E  SL B2300137/KIAPE1360,128558559,2024-01-31,0.0
1222,CL 05,Crawler 05,150367,2024-07-16,Atrack Crawler Dump 2000D // C12907019A,184947917,2024-01-31,0.0
1223,CL 06,Crawler 06,150368,2024-07-16,Atrack Crawler Dump 2000D // C12803619A,198750000,2024-01-31,0.0
1224,CL 07,Crawler 07,150369,2024-07-16,Atrack Crawler Dump 2000D // C13606566A,198750000,2024-01-31,0.0
1225,DT 19,Dump Truck 19,150370,2024-09-10,Bak Self Loader Mini Tronton Hino KB8661VA WO:0027,155000000,2024-01-31,0.0
1226,WT 03,Wheel Tractor 03,150098,2008-05-30,TRACTOR JOHN DEERE TYPE 5715 4 WD (J04045T420575),309230625,2024-02-29,-309230625.0
1227,BD 01,Buldozer 01,150104,2008-08-25,KOMATSU BULDOZER D68 ESS-12 (J10856),1487590454,2024-02-29,-1487590454.0
1228,KB 9716 V,Mobil KB 9716 V,150110,2008-10-17,MITSUBISHI STRADA TRITON 2.8L GLX (4M40UAB2700),261000000,2024-02-29,-261000000.0
1229,DAMKAR 01,Damkar 01,150111,2008-10-17,MITSUBISHI FE 74 (125PS) 6 Ban,194000000,2024-02-29,-194000000.0
1230,WT 04,Wheel Tractor 04,150112,2008-10-17,JOHN DEERE JD 5715 4 WD (PE4045T722198),232638615,2024-02-29,-232638615.0
1231,0,0,150113,2009-01-02,Selisih Kurs Pembelian Alat Berat,94120676,2024-02-29,-94120676.0
1232,0,0,150114,2009-01-02,Selisih Kurs Pembelian Alat Berat,8276400,2024-02-29,-8276400.0
1233,0,0,150118,2009-02-19,Trailer non Tipping (Body Kayu),23000000,2024-02-29,-23000000.0
1234,0,0,150119,2009-03-25,KOMATSU HIDRAULIC EXAVATOR PC 200-7 (C77934),940000000,2024-02-29,-940000000.0
1235,0,0,150120,2009-03-25,PPN Masukan,94000000,2024-02-29,-94000000.0
1236,WT 06,Wheel Tractor 06,150122,2009-04-14,TRACTOR JOHN DEERE TYPE 5715 4 WD 92,297395178,2024-02-29,-297395178.0
1237,WT 07,Wheel Tractor 07,150123,2009-04-14,TRACTOR JOHN DEERE TYPE 5715 4 WD 92,297395178,2024-02-29,-297395178.0
1238,WT 09,Wheel Tractor 09,150124,2009-04-14,TRACTOR JOHN DEERE TYPE 5715 4 WD 92,297395178,2024-02-29,-297395178.0
1239,WT 10,Wheel Tractor 10,150125,2009-04-14,TRACTOR JOHN DEERE TYPE 5715 4 WD 92,297395178,2024-02-29,-297395178.0
1240,WT 11,Wheel Tractor 11,150126,2009-04-14,TRACTOR JOHN DEERE TYPE 5715 4 WD 92,297395178,2024-02-29,-297395178.0
1241,0,0,150127,2009-04-14,PPN Masukan,177333732,2024-02-29,-177333732.0
1242,0,0,150129,2009-05-19,Mitsubishi Strada Triton 2.8 L GLX (4M40UAB3628),289650000,2024-02-29,-289650000.0
1243,CP 01,0,150130,2009-05-19,Vibrating Roller Sakai SV512D-H,747124620,2024-02-29,-747124620.0
1244,MG 02,0,150131,2009-05-19,Komatsu Motor Grader (GD. 02),1543743300,2024-02-29,-1543743300.0
1245,0,0,150132,2009-09-15,Howard Rotaslasher HS 24/150,32091400,2024-02-29,-32091400.0
1246,0,0,150133,2010-09-24,Trailer Bak Kayu Kapasitas 5 ton,25000000,2024-02-29,-25000000.0
1247,0,0,150134,2010-09-24,Trailer Bak Kayu Kapasitas 5 ton,25000000,2024-02-29,-25000000.0
1248,0,0,150135,2010-09-24,Trailer Bak Kayu Kapasitas 5 ton,25000000,2024-02-29,-25000000.0
1249,0,0,150138,2011-03-16,Tipping Trailer Besi,38293841,2024-02-29,-38293841.0
1250,0,0,150139,2011-03-16,Tipping Trailer Besi,38293841,2024-02-29,-38293841.0
1251,0,0,150140,2011-03-16,Tipping Trailer Besi,38293841,2024-02-29,-38293841.0
1252,WT 12,Wheel Tractor 12,150141,2011-07-18,Tractor JD 5715 PE4045T821579,298449626,2024-02-29,-298449626.0
1253,WT 13,Wheel Tractor 13,150142,2011-07-18,Tractor JD 5715 PE4045T821574,299831125,2024-02-29,-299831125.0
1254,WT 14,Wheel Tractor 14,150143,2011-07-18,Tractor JD 5715 PE4045T821589,298449626,2024-02-29,-298449626.0
1255,WT 15,Wheel Tractor 15,150144,2011-07-18,Tractor JD 5715 PE4045T819667,299831125,2024-02-29,-299831125.0
1256,0,0,150145,2011-10-19,Tangki Trailer Semprot,34790355,2024-02-29,-34790355.0
1257,0,0,150146,2011-12-30,Trackling Exc 01,134600210,2024-02-29,-134600210.0
1258,0,0,150148,2012-02-23,Toyota Hilux Type G (2KDS005619),348260573,2024-02-29,-348260573.0
1259,0,0,150149,2012-02-23,Toyota Hilux Type E (2KD8861991),323496082,2024-02-29,-323496082.0
1260,0,0,150150,2012-06-12,Motor Kawasaki KLX  1505,24600000,2024-02-29,-24600000.0
1261,WT 16,Wheel Tractor 16,150151,2012-06-25,Tractor JD 5715 (PE4045T861684),347209500,2024-02-29,-347209500.0
1262,0,0,150152,2012-07-10,Tiping Trailer,39558333,2024-02-29,-39558333.0
1263,0,0,150153,2012-07-10,Tiping Trailer,39990477,2024-02-29,-39990477.0
1264,0,0,150154,2012-07-10,Tiping Trailer,39990477,2024-02-29,-39990477.0
1265,0,0,150155,2012-07-10,Tiping Trailer,39990477,2024-02-29,-39990477.0
1266,BD 02,Buldozer Mini 02,150156,2012-07-31,Mini Bulldozer Komatsu,1064777982,2024-02-29,-1064777982.0
1267,WT 17,Wheel Tractor 17,150157,2012-08-29,Tractor JD 5715 E/N: PE4045T868501,340656738,2024-02-29,-340656738.0
1268,WT 18,Wheel Tractor 18,150158,2012-08-29,Tractor JD 5715 E/N: PE4045T859394,340656738,2024-02-29,-340656738.0
1269,KB 7015 V,Mobil KB 7015 V,150159,2013-01-09,Isuzu Elf Microbus NKR55 16 Seat,256349545,2024-02-29,-256349545.0
1270,BD 03,Buldozer Mini 03,150160,2013-01-18,Komatsu Bulldozer D31E-20,1059051043,2024-02-29,-1059051043.0
1271,0,0,150161,2013-03-08,Scissor Lift Trailer Kapasitas 2 Ton Hydraulic,67060052,2024-02-29,-67060052.0
1272,0,0,150162,2013-04-01,Tipping Trailer Kapasitas 5 Ton,40400000,2024-02-29,-40400000.0
1273,0,0,150163,2013-04-01,Tipping Trailer Kapasitas 5 Ton,39822946,2024-02-29,-39822946.0
1274,0,0,150164,2013-04-01,Tipping Trailer Kapasitas 5 Ton,39822946,2024-02-29,-39822946.0
1275,0,0,150165,2013-04-24,Toyota Hilux Double Cabin G M/T Diesel-KB 1132 XX,350471492,2024-02-29,-350471492.0
1276,0,0,150166,2013-04-24,Toyota Hilux Double Cabin G M/T Diesel-KB 1135 XX,350471492,2024-02-29,-350471492.0
1277,0,0,150167,2014-03-18,Bak Dump Besi Standard utk Truck MIT Canter,44000000,2024-02-29,-44000000.0
1278,0,0,150168,2014-03-18,Tipping Trailer Kapasitas 5 Ton,42700000,2024-02-29,-42700000.0
1279,0,0,150169,2014-03-18,Delete,0,2024-02-29,0.0
1280,0,0,150170,2014-03-18,Tipping Trailer Kapasitas 5 Ton,41873675,2024-02-29,-41873675.0
1281,0,0,150171,2014-03-18,Tipping Trailer Kapasitas 5 Ton,42700000,2024-02-29,-42700000.0
1282,0,0,150172,2014-03-18,Tipping Trailer Kapasitas 5 Ton,42700000,2024-02-29,-42700000.0
1283,0,0,150173,2014-03-18,Tipping Trailer Kapasitas 5 Ton,41873675,2024-02-29,-41873675.0
1284,0,0,150174,2014-03-18,Tipping Trailer Kapasitas 5 Ton,41873675,2024-02-29,-41873675.0
1285,KB 1582 VA,Mobil KB 1582 VA,150176,2014-10-27,Toyota New Fortuner 2.5 G A/T 4X4 DIESEL Thn 2014,474050064,2024-02-29,-474050064.0
1286,0,0,150177,2014-11-21,Trailer Tangki Air Semprot Kapasitas 5 Ton,46894179,2024-02-29,-46894179.0
1287,BL 01,0,150178,2016-07-11,Backhoe Loader,1005126216,2024-02-29,-963321391.0
1288,0,0,150179,2008-03-02,TANGKI SOLAR KAPASITAS 6000 LITER & AKSESORIS,13750000,2024-02-29,-13750000.0
1289,0,0,150180,2008-08-01,Motor KTM POWER PRIMA,8650000,2024-02-29,-8650000.0
1290,0,0,150181,2008-08-01,Motor KTM POWER PRIMA,8650000,2024-02-29,-8650000.0
1291,0,0,150182,2008-08-01,Motor KTM POWER PRIMA,8650000,2024-02-29,-8650000.0
1292,0,0,150183,2008-08-01,Motor KTM POWER PRIMA,8650000,2024-02-29,-8650000.0
1293,0,0,150184,2009-09-03,Motor Kawasaki KLX,24100000,2024-02-29,-24100000.0
1294,0,0,150185,2009-09-03,Motor Kawasaki KLX,24100000,2024-02-29,-24100000.0
1295,0,0,150186,2014-01-29,Toyota Hilux DC G M/T 2.5 Diesel Silver Metalic,351029380,2024-02-29,-351029380.0
1296,0,0,150187,2014-01-29,Ban Luar 31 - 10.5 R15 D673,5235523,2024-02-29,-5235523.0
1297,0,0,150188,2014-01-29,Kaca Film Toyota Hilux Double Cabin V-Kool,6682123,2024-02-29,-6682123.0
1298,KB 8233 VA,Mobil KB 8233 VA,150192,2018-11-10,HILUX 2018 EXTRA CABIN NO.RK/MSN J4170287/0505089,307636364,2024-02-29,-205090929.0
1299,KB 8235 VA,Mobil KB 8235 VA,150193,2018-11-09,HILUX 2018 EXTRA CABIN NO.RK/MSN J4170284/4513152,307636364,2024-02-29,-205090929.0
1300,KB 8234 VA,Mobil KB 8234 VA,150194,2018-11-09,HILUX 2018 EXTRA CABIN NO.RK/MSN J4170289/0505399,307636364,2024-02-29,-205090929.0
1301,WT 19,Wheel Tractor 19,150195,2018-12-10,TRACTOR JD NO.RK/MSN 15XHJ0036305/PE4045E009693,598000000,2024-02-29,-392437476.0
1302,WT 20,Wheel Tractor 20,150196,2018-12-10,TRACTOR JD NO.RK/MSN 15XEJ0036306/PE4045E009753,598000000,2024-02-29,-392437476.0
1303,WT 21,Wheel Tractor 21,150197,2018-12-10,TRACTOR JD NO.RK/MSN 15XCJ0036307/PE4045E009694,598000000,2024-02-29,-392437476.0
1304,DT 07,Dump Truck 07,150198,2019-01-01,Hino Dutro No.R/Msn :MJECIJG43J5173895/W04DTR63691,332638545,2024-02-29,-214829066.0
1305,DT 06,Dump Truck 06,150199,2019-01-01,Hino Dutro No.R/Msn:MJECIJG43J5173894/W04DTRR63650,332638545,2024-02-29,-214829066.0
1306,DT 05,Dump Truck 05,150200,2019-01-01,Hino Dutro No.R/Msn:MJECIJG43J5173893/W04DTRR63649,332638545,2024-02-29,-214829066.0
1307,DT 04,Dump Truck 04,150201,2019-01-01,Hino Dutro No.R/Msn:MJECIJG43J5173892/W04DTRR63648,332638545,2024-02-29,-214829066.0
1308,BL 03,Backho Loader 03,150202,2019-01-01,Backhoe Loader 3DX : HAR3DXSUAJ1609822/H00195772,985000000,2024-02-29,-636145809.0
1309,BL 04,Backho Loader 04,150203,2019-01-01,Backhoe Loader 3DX : HAR3DXSUEJ1609906/H00199901,985000000,2024-02-29,-636145809.0
1310,0,0,150204,2019-01-02,Tipping Trailer 9.00-20,228000000,2024-02-29,-147250000.0
1311,KB 8417 VA,Mobil KB 8417 VA,150205,2019-05-31,HILUX G MT DIESEL 2019 No.RK/MSN XK1208532/4635480,457761800,2024-02-29,-276564418.0
1312,KB 8419 VA,Mobil KB 8419 VA,150206,2019-05-31,HILUX G MT DIESEL 2019 No.RK/MSN 4K1120964/4642261,457761800,2024-02-29,-276564418.0
1313,KB 8418 VA,Mobil KB 8418 VA,150207,2019-05-31,HILUX G MT DIESEL 2019 No.RK/MSN 7K1120991/4645194,438261800,2024-02-29,-264783168.0
1314,DT 12,Dump Truck 12,150208,2019-11-01,Hino Dutro 130HD No.MJEC1JG43K5182412/W04DTRR72303,344181818,2024-02-29,-186431845.0
1315,DT 11,Dump Truck 11,150209,2019-11-01,Hino Dutro 130HD No.MJEC1JG43K5182411/W04DTRR72302,344181818,2024-02-29,-186431845.0
1316,DT 10,Dump Truck 10,150210,2019-11-01,Hino Dutro 130HD No.MJEC1JG43K5182410/W04DTRR72301,344181818,2024-02-29,-186431845.0
1317,DT 09,Dump Truck 09,150211,2019-11-01,Hino Dutro 130HD No.MJEC1JG43K5182409/W04DTRR72295,344181818,2024-02-29,-186431845.0
1318,DT 08,Dump Truck 08,150212,2019-11-01,Hino Dutro 130HD No.MJEC1JG43K5182408/W04DTRR72294,344181819,2024-02-29,-186431845.0
1319,DT 14,Dump Truck 14,150213,2019-11-01,Hino Dutro 130HD No.MJEC1JG43K5182414/W04DTRR72305,344181819,2024-02-29,-186431845.0
1320,DT 13,Dump Truck 13,150214,2019-11-01,Hino Dutro 130HD No.MJEC1JG43K5182413/W04DTRR72304,344181819,2024-02-29,-186431845.0
1321,WL 01,Wheel Loader 01,150215,2019-11-28,WHEEL LOADER 924K CL2 KW402112 PO 1277,2000000000,2024-02-29,-1083333358.0
1322,Exca 06,Excavator 06,150216,2019-11-28,EXCAVATOR 10T (313D2 LGP) MES10284 PO 1277,1091000000,2024-02-29,-590958358.0
1323,Exca 05,Excavator 05,150217,2019-11-28,EXCAVATOR 10T (313D2 LGP) MES10287 PO 1277,1091000000,2024-02-29,-590958358.0
1324,Exca 04,Excavator 04,150218,2019-11-28,EXCAVATOR 20T (320) YBP00998 PO 1277,1600300000,2024-02-29,-866829142.0
1325,CP 02,Compactor 02,150219,2019-11-28,COMPACTOR CS11GC RK800289 PO 1277,856000000,2024-02-29,-463666642.0
1326,MG 03,Motor Greader 03,150220,2019-11-28,MOTOR GRADER 120K SZN20204 PO 1277,2061500000,2024-02-29,-1116645858.0
1327,KB 8641 VA,Mobil KB 8641 VA,150221,2020-04-08,Toyota Hilux Double Cabin 2.4G MR0KB8CD1-L1210817,412643848,2024-02-29,-202023572.0
1328,KB 8638 VA,Mobil KB 8638 VA,150222,2020-04-22,Toyota Hilux Double Cabin 2.4G MR0KB8CD2-L1210891,412643848,2024-02-29,-202023572.0
1329,KB 8639 VA,Mobil KB 8639 VA,150223,2020-04-22,Toyota Hilux Double Cabin 2.4G MR0KB8CD2-L1210888,412643848,2024-02-29,-202023572.0
1330,Exca 07,Excavator 07,150224,2020-06-08,EXCAVATOR 20T NO. SERI: YBP01063 PO 0477,1670000000,2024-02-29,-782812524.0
1331,MG 04,Motor Greader 04,150225,2020-06-08,MOTOR GRADER 120K NO. SERI: E9600207 PO 0477,2308000000,2024-02-29,-1081874976.0
1332,CP 03,Compactor 03,150226,2020-06-08,COMPACTOR CS11GC NO. SERI: RK800558 PO 0477,900000000,2024-02-29,-421875000.0
1333,FOR 01,Forklift 01,150227,2020-06-08,FORKLIFT DP30ND NO. SERI: CT14E-20721 PO 0477,301000000,2024-02-29,-141093726.0
1334,DAMKAR 02,Damkar 02,150228,2020-06-24,Truk Hino Dutro 130HD MJEC1JG43L5187994 PO 0056,363909090,2024-02-29,-170582361.0
1335,DT 15,Dump Truck 15,150229,2020-06-12,Truk Hino Dutro 130 HD MJEC1JG43L5188597 PO 0480,369981818,2024-02-29,-173429004.0
1336,DT 16,Dump Truck 16,150230,2020-06-12,Truk Hino Dutro 130HD MJEC1JG43L5188600 PO 0480,369981818,2024-02-29,-173429004.0
1337,DT 17,Dump Truck 17,150231,2020-06-12,Truk Hino Dutro 130HD MJEC1JG43L5188602 PO 0480,369981818,2024-02-29,-173429004.0
1338,DT 18,Dump Truck 18,150232,2020-06-12,Truk Hino Dutro 130 HD MJEC1JG43L5188603 PO 0480,369981818,2024-02-29,-173429004.0
1339,DT 19,Dump Truck 19,150233,2020-06-12,Truk Hino Dutro 130 HD MJEC1JG43L5188604 PO 0480,369981818,2024-02-29,-173429004.0
1340,TR 01,Tronton 01,150234,2020-07-15,Tronton Hino FM 260 JW MJEC1JG43L5188603 PO 0406,1271418182,2024-02-29,-582733355.0
1341,Exca 08,Excavator Mini 08,150235,2020-11-26,EXCAVATOR CAT 305.5E2 MINI 7LD2957 PO 1124,620000000,2024-02-29,-258333358.0
1342,CP 04,Compactor 04,150236,2021-03-27,Sakai Vibrating Roller SV526D ID 25V70-10269 PO176,860000000,2024-02-29,-322499999.9999995
1343,MG 05,Motor Greader 05,150237,2021-04-30,Komatsu Motor Grader GD535-5 J10185 PO 0187,2050000000,2024-02-29,-747395833.3333342
